image_id,user,money,order_id,sim_arrival_time,sim_inter_arrival
Screenshot_2026-01-15-13-33-07-134_com.tencent.mm.jpg,早睡早起,0.05,1,1.8703444665360212,1.8703444665360212
Screenshot_2026-01-15-13-33-07-134_com.tencent.mm.jpg,Albert,0.14,2,3.7091511267745743,1.838806660238553
Screenshot_2026-01-15-13-33-07-134_com.tencent.mm.jpg,aMbZfcaYn,0.01,3,5.505369228571178,1.7962181017966037
Screenshot_2026-01-15-13-33-07-134_com.tencent.mm.jpg,鲸落,0.12,4,6.17353033375714,0.668161105185962
Screenshot_2026-01-15-13-33-07-134_com.tencent.mm.jpg,正电荷夸克,0.12,5,7.6413644379365255,1.4678341041793859
Screenshot_2026-01-15-13-33-07-134_com.tencent.mm.jpg,Koala,0.15,6,9.04949134356525,1.4081269056287247
Screenshot_2026-01-15-13-33-07-134_com.tencent.mm.jpg,Taka,0.06,7,10.927975771761794,1.8784844281965425
Screenshot_2026-01-15-13-33-07-134_com.tencent.mm.jpg,Mp.W,0.21,8,12.71402549972455,1.7860497279627543
Screenshot_2026-01-15-13-33-07-134_com.tencent.mm.jpg,刘思远,0.03,9,13.660440471354143,0.9464149716295944
Screenshot_2026-01-15-13-33-07-134_com.tencent.mm.jpg,凡,0.11,10,15.433458517861615,1.7730180465074725
Screenshot_2026-01-15-13-33-11-008_com.tencent.mm.jpg,Taka,0.04,1,1.0298499739561526,1.0298499739561526
Screenshot_2026-01-15-13-33-11-008_com.tencent.mm.jpg,早睡早起,0.12,2,2.3878608350186123,1.3580108610624597
Screenshot_2026-01-15-13-33-11-008_com.tencent.mm.jpg,Albert,0.02,3,4.258672996447613,1.8708121614290012
Screenshot_2026-01-15-13-33-11-008_com.tencent.mm.jpg,鲸落,0.07,4,5.90842186747142,1.649748871023807
Screenshot_2026-01-15-13-33-11-008_com.tencent.mm.jpg,Koala,0.21,5,6.4480346822687435,0.5396128147973239
Screenshot_2026-01-15-13-33-11-008_com.tencent.mm.jpg,正电荷夸克,0.02,6,8.3550621161243,1.907027433855556
Screenshot_2026-01-15-13-33-11-008_com.tencent.mm.jpg,aMbZfcaYn,0.22,7,9.709993651777944,1.3549315356536447
Screenshot_2026-01-15-13-33-11-008_com.tencent.mm.jpg,Mp.W,0.02,8,11.355593709013124,1.6456000572351794
Screenshot_2026-01-15-13-33-11-008_com.tencent.mm.jpg,凡,0.22,9,12.508116047874852,1.1525223388617276
Screenshot_2026-01-15-13-33-11-008_com.tencent.mm.jpg,刘思远,0.06,10,13.196876134189674,0.6887600863148216
Screenshot_2026-01-15-13-34-21-675_com.tencent.mm.jpg,Albert,4.79,1,0.7217802584520965,0.7217802584520965
Screenshot_2026-01-15-13-34-21-675_com.tencent.mm.jpg,早睡早起,12.37,2,1.2423380157186303,0.5205577572665339
Screenshot_2026-01-15-13-34-21-675_com.tencent.mm.jpg,鲸落,15.97,3,2.7789950817381484,1.536657066019518
